"id","name","note","format_id/id","initial_state","next_enable","parent_id/id","place","question","survey_id/id","type","variable_name","page"
"survey_methodology_extra.EE12_B_9_6_10",10,,,"closed",,"survey_methodology_extra.EE12_B_9_6",,"Muy relevante","survey_methodology_extra.survey_EE12","Null",,"3"
"survey_methodology_extra.EE12_B_9_7","7",,"survey_methodology_extra.format_SelectOne","disabled","True:EE12_B_9_8","survey_methodology_extra.EE12_B_9",,"Aumento de los costos directos de producción (mano de obra, materias primas, insumos, etc.)","survey_methodology_extra.survey_EE12","Variable",,"3"
"survey_methodology_extra.EE12_B_9_7_1",1,,,"closed",,"survey_methodology_extra.EE12_B_9_7",,"Nada relevante","survey_methodology_extra.survey_EE12","Null",,"3"
"survey_methodology_extra.EE12_B_9_7_2",2,,,"closed",,"survey_methodology_extra.EE12_B_9_7",,2,"survey_methodology_extra.survey_EE12","Null",,"3"
"survey_methodology_extra.EE12_B_9_7_3",3,,,"closed",,"survey_methodology_extra.EE12_B_9_7",,3,"survey_methodology_extra.survey_EE12","Null",,"3"
"survey_methodology_extra.EE12_B_9_7_4",4,,,"closed",,"survey_methodology_extra.EE12_B_9_7",,4,"survey_methodology_extra.survey_EE12","Null",,"3"
"survey_methodology_extra.EE12_B_9_7_5",5,,,"closed",,"survey_methodology_extra.EE12_B_9_7",,5,"survey_methodology_extra.survey_EE12","Null",,"3"
"survey_methodology_extra.EE12_B_9_7_6",6,,,"closed",,"survey_methodology_extra.EE12_B_9_7",,6,"survey_methodology_extra.survey_EE12","Null",,"3"
"survey_methodology_extra.EE12_B_9_7_7",7,,,"closed",,"survey_methodology_extra.EE12_B_9_7",,7,"survey_methodology_extra.survey_EE12","Null",,"3"
"survey_methodology_extra.EE12_B_9_7_8",8,,,"closed",,"survey_methodology_extra.EE12_B_9_7",,8,"survey_methodology_extra.survey_EE12","Null",,"3"
"survey_methodology_extra.EE12_B_9_7_9",9,,,"closed",,"survey_methodology_extra.EE12_B_9_7",,9,"survey_methodology_extra.survey_EE12","Null",,"3"
"survey_methodology_extra.EE12_B_9_7_10",10,,,"closed",,"survey_methodology_extra.EE12_B_9_7",,"Muy relevante","survey_methodology_extra.survey_EE12","Null",,"3"
"survey_methodology_extra.EE12_B_9_8","8",,"survey_methodology_extra.format_SelectOne","disabled","True:EE12_B_9_9","survey_methodology_extra.EE12_B_9",,"Fuerte competencia en el mercado interno","survey_methodology_extra.survey_EE12","Variable",,"3"
"survey_methodology_extra.EE12_B_9_8_1",1,,,"closed",,"survey_methodology_extra.EE12_B_9_8",,"Nada relevante","survey_methodology_extra.survey_EE12","Null",,"3"
"survey_methodology_extra.EE12_B_9_8_2",2,,,"closed",,"survey_methodology_extra.EE12_B_9_8",,2,"survey_methodology_extra.survey_EE12","Null",,"3"
"survey_methodology_extra.EE12_B_9_8_3",3,,,"closed",,"survey_methodology_extra.EE12_B_9_8",,3,"survey_methodology_extra.survey_EE12","Null",,"3"
"survey_methodology_extra.EE12_B_9_8_4",4,,,"closed",,"survey_methodology_extra.EE12_B_9_8",,4,"survey_methodology_extra.survey_EE12","Null",,"3"
"survey_methodology_extra.EE12_B_9_8_5",5,,,"closed",,"survey_methodology_extra.EE12_B_9_8",,5,"survey_methodology_extra.survey_EE12","Null",,"3"
"survey_methodology_extra.EE12_B_9_8_6",6,,,"closed",,"survey_methodology_extra.EE12_B_9_8",,6,"survey_methodology_extra.survey_EE12","Null",,"3"
"survey_methodology_extra.EE12_B_9_8_7",7,,,"closed",,"survey_methodology_extra.EE12_B_9_8",,7,"survey_methodology_extra.survey_EE12","Null",,"3"
"survey_methodology_extra.EE12_B_9_8_8",8,,,"closed",,"survey_methodology_extra.EE12_B_9_8",,8,"survey_methodology_extra.survey_EE12","Null",,"3"
"survey_methodology_extra.EE12_B_9_8_9",9,,,"closed",,"survey_methodology_extra.EE12_B_9_8",,9,"survey_methodology_extra.survey_EE12","Null",,"3"
"survey_methodology_extra.EE12_B_9_8_10",10,,,"closed",,"survey_methodology_extra.EE12_B_9_8",,"Muy relevante","survey_methodology_extra.survey_EE12","Null",,"3"
"survey_methodology_extra.EE12_B_9_9","9",,"survey_methodology_extra.format_SelectOne","disabled","True:EE12_B_9_10","survey_methodology_extra.EE12_B_9",,"Fuerte competencia en los mercados internacionales","survey_methodology_extra.survey_EE12","Variable",,"3"
"survey_methodology_extra.EE12_B_9_9_1",1,,,"closed",,"survey_methodology_extra.EE12_B_9_9",,"Nada relevante","survey_methodology_extra.survey_EE12","Null",,"3"
"survey_methodology_extra.EE12_B_9_9_2",2,,,"closed",,"survey_methodology_extra.EE12_B_9_9",,2,"survey_methodology_extra.survey_EE12","Null",,"3"
"survey_methodology_extra.EE12_B_9_9_3",3,,,"closed",,"survey_methodology_extra.EE12_B_9_9",,3,"survey_methodology_extra.survey_EE12","Null",,"3"
"survey_methodology_extra.EE12_B_9_9_4",4,,,"closed",,"survey_methodology_extra.EE12_B_9_9",,4,"survey_methodology_extra.survey_EE12","Null",,"3"
"survey_methodology_extra.EE12_B_9_9_5",5,,,"closed",,"survey_methodology_extra.EE12_B_9_9",,5,"survey_methodology_extra.survey_EE12","Null",,"3"
"survey_methodology_extra.EE12_B_9_9_6",6,,,"closed",,"survey_methodology_extra.EE12_B_9_9",,6,"survey_methodology_extra.survey_EE12","Null",,"3"
"survey_methodology_extra.EE12_B_9_9_7",7,,,"closed",,"survey_methodology_extra.EE12_B_9_9",,7,"survey_methodology_extra.survey_EE12","Null",,"3"
"survey_methodology_extra.EE12_B_9_9_8",8,,,"closed",,"survey_methodology_extra.EE12_B_9_9",,8,"survey_methodology_extra.survey_EE12","Null",,"3"
"survey_methodology_extra.EE12_B_9_9_9",9,,,"closed",,"survey_methodology_extra.EE12_B_9_9",,9,"survey_methodology_extra.survey_EE12","Null",,"3"
"survey_methodology_extra.EE12_B_9_9_10",10,,,"closed",,"survey_methodology_extra.EE12_B_9_9",,"Muy relevante","survey_methodology_extra.survey_EE12","Null",,"3"
"survey_methodology_extra.EE12_B_9_10","10",,"survey_methodology_extra.format_SelectOne","disabled","True:EE12_B_9_11","survey_methodology_extra.EE12_B_9",,"Elevados costos financieros","survey_methodology_extra.survey_EE12","Variable",,"3"
"survey_methodology_extra.EE12_B_9_10_1",1,,,"closed",,"survey_methodology_extra.EE12_B_9_10",,"Nada relevante","survey_methodology_extra.survey_EE12","Null",,"3"
"survey_methodology_extra.EE12_B_9_10_2",2,,,"closed",,"survey_methodology_extra.EE12_B_9_10",,2,"survey_methodology_extra.survey_EE12","Null",,"3"
"survey_methodology_extra.EE12_B_9_10_3",3,,,"closed",,"survey_methodology_extra.EE12_B_9_10",,3,"survey_methodology_extra.survey_EE12","Null",,"3"
"survey_methodology_extra.EE12_B_9_10_4",4,,,"closed",,"survey_methodology_extra.EE12_B_9_10",,4,"survey_methodology_extra.survey_EE12","Null",,"3"
"survey_methodology_extra.EE12_B_9_10_5",5,,,"closed",,"survey_methodology_extra.EE12_B_9_10",,5,"survey_methodology_extra.survey_EE12","Null",,"3"
"survey_methodology_extra.EE12_B_9_10_6",6,,,"closed",,"survey_methodology_extra.EE12_B_9_10",,6,"survey_methodology_extra.survey_EE12","Null",,"3"
"survey_methodology_extra.EE12_B_9_10_7",7,,,"closed",,"survey_methodology_extra.EE12_B_9_10",,7,"survey_methodology_extra.survey_EE12","Null",,"3"
"survey_methodology_extra.EE12_B_9_10_8",8,,,"closed",,"survey_methodology_extra.EE12_B_9_10",,8,"survey_methodology_extra.survey_EE12","Null",,"3"
"survey_methodology_extra.EE12_B_9_10_9",9,,,"closed",,"survey_methodology_extra.EE12_B_9_10",,9,"survey_methodology_extra.survey_EE12","Null",,"3"
"survey_methodology_extra.EE12_B_9_10_10",10,,,"closed",,"survey_methodology_extra.EE12_B_9_10",,"Muy relevante","survey_methodology_extra.survey_EE12","Null",,"3"
"survey_methodology_extra.EE12_B_9_11","11",,"survey_methodology_extra.format_SelectOne","disabled","True:EE12_B_9_12","survey_methodology_extra.EE12_B_9",,"Alto grado de evasión de los productores locales con los que compite","survey_methodology_extra.survey_EE12","Variable",,"3"
"survey_methodology_extra.EE12_B_9_11_1",1,,,"closed",,"survey_methodology_extra.EE12_B_9_11",,"Nada relevante","survey_methodology_extra.survey_EE12","Null",,"3"
"survey_methodology_extra.EE12_B_9_11_2",2,,,"closed",,"survey_methodology_extra.EE12_B_9_11",,2,"survey_methodology_extra.survey_EE12","Null",,"3"
"survey_methodology_extra.EE12_B_9_11_3",3,,,"closed",,"survey_methodology_extra.EE12_B_9_11",,3,"survey_methodology_extra.survey_EE12","Null",,"3"
"survey_methodology_extra.EE12_B_9_11_4",4,,,"closed",,"survey_methodology_extra.EE12_B_9_11",,4,"survey_methodology_extra.survey_EE12","Null",,"3"
"survey_methodology_extra.EE12_B_9_11_5",5,,,"closed",,"survey_methodology_extra.EE12_B_9_11",,5,"survey_methodology_extra.survey_EE12","Null",,"3"
"survey_methodology_extra.EE12_B_9_11_6",6,,,"closed",,"survey_methodology_extra.EE12_B_9_11",,6,"survey_methodology_extra.survey_EE12","Null",,"3"
"survey_methodology_extra.EE12_B_9_11_7",7,,,"closed",,"survey_methodology_extra.EE12_B_9_11",,7,"survey_methodology_extra.survey_EE12","Null",,"3"
"survey_methodology_extra.EE12_B_9_11_8",8,,,"closed",,"survey_methodology_extra.EE12_B_9_11",,8,"survey_methodology_extra.survey_EE12","Null",,"3"
"survey_methodology_extra.EE12_B_9_11_9",9,,,"closed",,"survey_methodology_extra.EE12_B_9_11",,9,"survey_methodology_extra.survey_EE12","Null",,"3"
"survey_methodology_extra.EE12_B_9_11_10",10,,,"closed",,"survey_methodology_extra.EE12_B_9_11",,"Muy relevante","survey_methodology_extra.survey_EE12","Null",,"3"
"survey_methodology_extra.EE12_B_9_12","12",,"survey_methodology_extra.format_SelectOne","disabled","True:EE12_B_9_13","survey_methodology_extra.EE12_B_9",,"Dificultades en el suministro de energía (electricidad, gas natural y/o combustible líquido)","survey_methodology_extra.survey_EE12","Variable",,"3"
"survey_methodology_extra.EE12_B_9_12_1",1,,,"closed",,"survey_methodology_extra.EE12_B_9_12",,"Nada relevante","survey_methodology_extra.survey_EE12","Null",,"3"
"survey_methodology_extra.EE12_B_9_12_2",2,,,"closed",,"survey_methodology_extra.EE12_B_9_12",,2,"survey_methodology_extra.survey_EE12","Null",,"3"
"survey_methodology_extra.EE12_B_9_12_3",3,,,"closed",,"survey_methodology_extra.EE12_B_9_12",,3,"survey_methodology_extra.survey_EE12","Null",,"3"
"survey_methodology_extra.EE12_B_9_12_4",4,,,"closed",,"survey_methodology_extra.EE12_B_9_12",,4,"survey_methodology_extra.survey_EE12","Null",,"3"
"survey_methodology_extra.EE12_B_9_12_5",5,,,"closed",,"survey_methodology_extra.EE12_B_9_12",,5,"survey_methodology_extra.survey_EE12","Null",,"3"
"survey_methodology_extra.EE12_B_9_12_6",6,,,"closed",,"survey_methodology_extra.EE12_B_9_12",,6,"survey_methodology_extra.survey_EE12","Null",,"3"
"survey_methodology_extra.EE12_B_9_12_7",7,,,"closed",,"survey_methodology_extra.EE12_B_9_12",,7,"survey_methodology_extra.survey_EE12","Null",,"3"
"survey_methodology_extra.EE12_B_9_12_8",8,,,"closed",,"survey_methodology_extra.EE12_B_9_12",,8,"survey_methodology_extra.survey_EE12","Null",,"3"
"survey_methodology_extra.EE12_B_9_12_9",9,,,"closed",,"survey_methodology_extra.EE12_B_9_12",,9,"survey_methodology_extra.survey_EE12","Null",,"3"
"survey_methodology_extra.EE12_B_9_12_10",10,,,"closed",,"survey_methodology_extra.EE12_B_9_12",,"Muy relevante","survey_methodology_extra.survey_EE12","Null",,"3"
"survey_methodology_extra.EE12_B_9_13","13",,"survey_methodology_extra.format_SelectOne","disabled","True:EE12_B_9_14","survey_methodology_extra.EE12_B_9",,"Elevados costos de logística","survey_methodology_extra.survey_EE12","Variable",,"3"
"survey_methodology_extra.EE12_B_9_13_1",1,,,"closed",,"survey_methodology_extra.EE12_B_9_13",,"Nada relevante","survey_methodology_extra.survey_EE12","Null",,"3"
"survey_methodology_extra.EE12_B_9_13_2",2,,,"closed",,"survey_methodology_extra.EE12_B_9_13",,2,"survey_methodology_extra.survey_EE12","Null",,"3"
"survey_methodology_extra.EE12_B_9_13_3",3,,,"closed",,"survey_methodology_extra.EE12_B_9_13",,3,"survey_methodology_extra.survey_EE12","Null",,"3"
"survey_methodology_extra.EE12_B_9_13_4",4,,,"closed",,"survey_methodology_extra.EE12_B_9_13",,4,"survey_methodology_extra.survey_EE12","Null",,"3"
"survey_methodology_extra.EE12_B_9_13_5",5,,,"closed",,"survey_methodology_extra.EE12_B_9_13",,5,"survey_methodology_extra.survey_EE12","Null",,"3"
"survey_methodology_extra.EE12_B_9_13_6",6,,,"closed",,"survey_methodology_extra.EE12_B_9_13",,6,"survey_methodology_extra.survey_EE12","Null",,"3"
"survey_methodology_extra.EE12_B_9_13_7",7,,,"closed",,"survey_methodology_extra.EE12_B_9_13",,7,"survey_methodology_extra.survey_EE12","Null",,"3"
"survey_methodology_extra.EE12_B_9_13_8",8,,,"closed",,"survey_methodology_extra.EE12_B_9_13",,8,"survey_methodology_extra.survey_EE12","Null",,"3"
"survey_methodology_extra.EE12_B_9_13_9",9,,,"closed",,"survey_methodology_extra.EE12_B_9_13",,9,"survey_methodology_extra.survey_EE12","Null",,"3"
"survey_methodology_extra.EE12_B_9_13_10",10,,,"closed",,"survey_methodology_extra.EE12_B_9_13",,"Muy relevante","survey_methodology_extra.survey_EE12","Null",,"3"
"survey_methodology_extra.EE12_B_9_14","14",,"survey_methodology_extra.format_SelectOne","disabled","True:EE12_B_9_ESPECIFICAR","survey_methodology_extra.EE12_B_9",,"Otros","survey_methodology_extra.survey_EE12","Variable",,"3"
"survey_methodology_extra.EE12_B_9_14_1",1,,,"closed",,"survey_methodology_extra.EE12_B_9_14",,"Nada relevante","survey_methodology_extra.survey_EE12","Null",,"3"
"survey_methodology_extra.EE12_B_9_14_2",2,,,"closed",,"survey_methodology_extra.EE12_B_9_14",,2,"survey_methodology_extra.survey_EE12","Null",,"3"
"survey_methodology_extra.EE12_B_9_14_3",3,,,"closed",,"survey_methodology_extra.EE12_B_9_14",,3,"survey_methodology_extra.survey_EE12","Null",,"3"
"survey_methodology_extra.EE12_B_9_14_4",4,,,"closed",,"survey_methodology_extra.EE12_B_9_14",,4,"survey_methodology_extra.survey_EE12","Null",,"3"
"survey_methodology_extra.EE12_B_9_14_5",5,,,"closed",,"survey_methodology_extra.EE12_B_9_14",,5,"survey_methodology_extra.survey_EE12","Null",,"3"
"survey_methodology_extra.EE12_B_9_14_6",6,,,"closed",,"survey_methodology_extra.EE12_B_9_14",,6,"survey_methodology_extra.survey_EE12","Null",,"3"
"survey_methodology_extra.EE12_B_9_14_7",7,,,"closed",,"survey_methodology_extra.EE12_B_9_14",,7,"survey_methodology_extra.survey_EE12","Null",,"3"
"survey_methodology_extra.EE12_B_9_14_8",8,,,"closed",,"survey_methodology_extra.EE12_B_9_14",,8,"survey_methodology_extra.survey_EE12","Null",,"3"
"survey_methodology_extra.EE12_B_9_14_9",9,,,"closed",,"survey_methodology_extra.EE12_B_9_14",,9,"survey_methodology_extra.survey_EE12","Null",,"3"
"survey_methodology_extra.EE12_B_9_14_10",10,,,"closed",,"survey_methodology_extra.EE12_B_9_14",,"Muy relevante","survey_methodology_extra.survey_EE12","Null",,"3"
"survey_methodology_extra.EE12_B_9_ESPECIFICAR","ESPECIFICAR",,"survey_methodology_extra.format_Char","disabled","True:EE12_B_10_1","survey_methodology_extra.EE12_B_9",,"Especificar","survey_methodology_extra.survey_EE12","Variable",,"3"
"survey_methodology_extra.EE12_B_10","10",,,"closed",,"survey_methodology_extra.EE12_B",,"¿Cómo espera que evolucionen los siguientes ítems en la empresa durante el próximo año?","survey_methodology_extra.survey_EE12","View",,"4"
"survey_methodology_extra.EE12_B_10_1","1",,"survey_methodology_extra.format_SelectOne","disabled","True:EE12_B_10_2","survey_methodology_extra.EE12_B_10",,"Ventas al mercado interno","survey_methodology_extra.survey_EE12","Variable",,"4"
"survey_methodology_extra.EE12_B_10_1_a","1",,,"closed",,"survey_methodology_extra.EE12_B_10_1",,"Aumentarán","survey_methodology_extra.survey_EE12","Null",,"4"
"survey_methodology_extra.EE12_B_10_1_b","2",,,"closed",,"survey_methodology_extra.EE12_B_10_1",,"No variarán","survey_methodology_extra.survey_EE12","Null",,"4"
"survey_methodology_extra.EE12_B_10_1_c","3",,,"closed",,"survey_methodology_extra.EE12_B_10_1",,"Disminuirán","survey_methodology_extra.survey_EE12","Null",,"4"
"survey_methodology_extra.EE12_B_10_2","2",,"survey_methodology_extra.format_SelectOne","disabled","True:EE12_B_10_3","survey_methodology_extra.EE12_B_10",,"Cantidad total de ocupados","survey_methodology_extra.survey_EE12","Variable",,"4"
"survey_methodology_extra.EE12_B_10_2_a","1",,,"closed",,"survey_methodology_extra.EE12_B_10_2",,"Aumentarán","survey_methodology_extra.survey_EE12","Null",,"4"
"survey_methodology_extra.EE12_B_10_2_b","2",,,"closed",,"survey_methodology_extra.EE12_B_10_2",,"No variarán","survey_methodology_extra.survey_EE12","Null",,"4"
"survey_methodology_extra.EE12_B_10_2_c","3",,,"closed",,"survey_methodology_extra.EE12_B_10_2",,"Disminuirán","survey_methodology_extra.survey_EE12","Null",,"4"
"survey_methodology_extra.EE12_B_10_3","3",,"survey_methodology_extra.format_SelectOne","disabled","True:EE12_B_10_4","survey_methodology_extra.EE12_B_10",,"Exportaciones","survey_methodology_extra.survey_EE12","Variable",,"4"
"survey_methodology_extra.EE12_B_10_3_a","1",,,"closed",,"survey_methodology_extra.EE12_B_10_3",,"Aumentarán","survey_methodology_extra.survey_EE12","Null",,"4"
"survey_methodology_extra.EE12_B_10_3_b","2",,,"closed",,"survey_methodology_extra.EE12_B_10_3",,"No variarán","survey_methodology_extra.survey_EE12","Null",,"4"
"survey_methodology_extra.EE12_B_10_3_c","3",,,"closed",,"survey_methodology_extra.EE12_B_10_3",,"Disminuirán","survey_methodology_extra.survey_EE12","Null",,"4"
"survey_methodology_extra.EE12_B_10_3_d","4",,,"closed",,"survey_methodology_extra.EE12_B_10_3",,"No exportó este año ni lo hará el próximo","survey_methodology_extra.survey_EE12","Null",,"4"
"survey_methodology_extra.EE12_B_10_4","4",,"survey_methodology_extra.format_SelectOne","disabled","True:EE12_C_11","survey_methodology_extra.EE12_B_10",,"Inversiones","survey_methodology_extra.survey_EE12","Variable",,"4"
"survey_methodology_extra.EE12_B_10_4_a","1",,,"closed",,"survey_methodology_extra.EE12_B_10_4",,"Aumentarán","survey_methodology_extra.survey_EE12","Null",,"4"
"survey_methodology_extra.EE12_B_10_4_b","2",,,"closed",,"survey_methodology_extra.EE12_B_10_4",,"No variarán","survey_methodology_extra.survey_EE12","Null",,"4"
"survey_methodology_extra.EE12_B_10_4_c","3",,,"closed",,"survey_methodology_extra.EE12_B_10_4",,"Disminuirán","survey_methodology_extra.survey_EE12","Null",,"4"
"survey_methodology_extra.EE12_B_10_4_d","4",,,"closed",,"survey_methodology_extra.EE12_B_10_4",,"No invirtió este año ni lo hará el próximo","survey_methodology_extra.survey_EE12","Null",,"4"
"survey_methodology_extra.EE12_C","C",,,"closed",,"survey_methodology_extra.EE12",,"Inversiones","survey_methodology_extra.survey_EE12","View",,"4"
"survey_methodology_extra.EE12_C_11","11",,,"closed",,"survey_methodology_extra.EE12_C",,,"survey_methodology_extra.survey_EE12","Null",,"4"
"survey_methodology_extra.EE12_C_11_A","A",,"survey_methodology_extra.format_SelectOne","disabled","sinput==""1"":EE12_C_11_1: sinput==""2"":EE12_C_12:","survey_methodology_extra.EE12_C_11",,"¿Realizó inversiones durante 2011?","survey_methodology_extra.survey_EE12","Variable",,"4"
"survey_methodology_extra.EE12_C_11_A_1","1",,,"closed",,"survey_methodology_extra.EE12_C_11_A",,"Si","survey_methodology_extra.survey_EE12","Null",,"4"
"survey_methodology_extra.EE12_C_11_A_2","2",,,"closed",,"survey_methodology_extra.EE12_C_11_A",,"No","survey_methodology_extra.survey_EE12","Null",,"4"
"survey_methodology_extra.EE12_C_11_B","A",,,"closed",,"survey_methodology_extra.EE12_C_11",,,"survey_methodology_extra.survey_EE12","Null",,"4"
"survey_methodology_extra.EE12_C_11_B_1","1",,"survey_methodology_extra.format_Float","disabled","True:EE12_C_11_2","survey_methodology_extra.EE12_C_11_B",,"Indique para el año 2011 qué proporción de sus ventas (facturación sin IVA) representaron las inversiones totales","survey_methodology_extra.survey_EE12","Variable",,"4"
"survey_methodology_extra.EE12_C_11_B_2","2",,"survey_methodology_extra.format_Float","disabled","True:EE12_C_12","survey_methodology_extra.EE12_C_11_B",,"Indique para el año 2011 qué proporción de sus ventas (facturación sin IVA) representaron las inversiones sólo en maquinaria y equipo","survey_methodology_extra.survey_EE12","Variable",,"4"
"survey_methodology_extra.EE12_C_12","12",,,"closed",,"survey_methodology_extra.EE12_C",,,"survey_methodology_extra.survey_EE12","Null",,"4"
"survey_methodology_extra.EE12_C_12_A","12",,"survey_methodology_extra.format_SelectOne","disabled","sinput==""1"":EE12_C_12_1_1: sinput==""2"":EE12_C_12_1_3:","survey_methodology_extra.EE12_C_12",,"¿Realizó o tiene previsto realizar inversiones durante 2012?","survey_methodology_extra.survey_EE12","Variable",,"4"
"survey_methodology_extra.EE12_C_12_A_1","1",,,"closed",,"survey_methodology_extra.EE12_C_12_A",,"Si","survey_methodology_extra.survey_EE12","Null",,"4"
"survey_methodology_extra.EE12_C_12_A_2","2",,,"closed",,"survey_methodology_extra.EE12_C_12_A",,"No","survey_methodology_extra.survey_EE12","Null",,"4"
"survey_methodology_extra.EE12_C_12_B_1","1",,,"closed",,"survey_methodology_extra.EE12_C_12",,"Para el año 2012, ¿cómo fueron / serán financiadas sus inversiones y en qué proporción?","survey_methodology_extra.survey_EE12","View",,"4"
"survey_methodology_extra.EE12_C_12_B_1_1","1",,"survey_methodology_extra.format_Float","disabled","True:EE12_C_12_B_1_2","survey_methodology_extra.EE12_C_12_B_1",,"Reinversión de utilidades","survey_methodology_extra.survey_EE12","Variable",,"4"
"survey_methodology_extra.EE12_C_12_B_1_2","2",,"survey_methodology_extra.format_Float","disabled","True:EE12_C_12_B_1_3","survey_methodology_extra.EE12_C_12_B_1",,"Aportes de socios o empresas del grupo","survey_methodology_extra.survey_EE12","Variable",,"4"
"survey_methodology_extra.EE12_C_12_B_1_3","3",,"survey_methodology_extra.format_Float","disabled","True:EE12_C_12_B_1_4","survey_methodology_extra.EE12_C_12_B_1",,"Aportes de nuevos socios que se incorporaron en 2011","survey_methodology_extra.survey_EE12","Variable",,"4"
"survey_methodology_extra.EE12_C_12_B_1_4","4",,"survey_methodology_extra.format_Float","disabled","True:EE12_C_12_B_1_5","survey_methodology_extra.EE12_C_12_B_1",,"Financiamiento Bancario","survey_methodology_extra.survey_EE12","Variable",,"4"
"survey_methodology_extra.EE12_C_12_B_1_5","5",,"survey_methodology_extra.format_Float","disabled","True:EE12_C_12_B_1_6","survey_methodology_extra.EE12_C_12_B_1",,"Financiamiento de Proveedores","survey_methodology_extra.survey_EE12","Variable",,"4"
"survey_methodology_extra.EE12_C_12_B_1_6","6",,"survey_methodology_extra.format_Float","disabled","True:EE12_C_12_B_1_7","survey_methodology_extra.EE12_C_12_B_1",,"Financiamiento de Clientes","survey_methodology_extra.survey_EE12","Variable",,"4"
"survey_methodology_extra.EE12_C_12_B_1_7","7",,"survey_methodology_extra.format_Float","disabled","True:EE12_C_12_B_1_7_a","survey_methodology_extra.EE12_C_12_B_1",,"Programas Públicos","survey_methodology_extra.survey_EE12","Variable",,"4"
"survey_methodology_extra.EE12_C_12_B_1_7_ESP","ESP",,"survey_methodology_extra.format_Float","disabled","True:EE12_C_12_B_1_8","survey_methodology_extra.EE12_C_12_B_1_7",,"Especificar","survey_methodology_extra.survey_EE12","Variable",,"4"
"survey_methodology_extra.EE12_C_12_B_1_8","8",,"survey_methodology_extra.format_Float","disabled","True:EE12_C_12_B_1_9","survey_methodology_extra.EE12_C_12_B_1",,"Financiamiento vía el mercado de capitales","survey_methodology_extra.survey_EE12","Variable",,"4"
"survey_methodology_extra.EE12_C_12_B_1_9","9",,"survey_methodology_extra.format_Float","disabled","True:EE12_C_12_B_1_9_a","survey_methodology_extra.EE12_C_12_B_1",,"Otros","survey_methodology_extra.survey_EE12","Variable",,"4"
"survey_methodology_extra.EE12_C_12_B_1_9_ESP","ESP",,"survey_methodology_extra.format_Float","disabled","True:EE12_C_12_B_2","survey_methodology_extra.EE12_C_12_B_1_9",,"Especificar","survey_methodology_extra.survey_EE12","Variable",,"4"
"survey_methodology_extra.EE12_C_12_B_2","2",,"survey_methodology_extra.format_SelectOne","disabled","True:EE12_D_13:EE12_C_12_B_3_1,EE12_C_12_B_3_2,EE12_C_12_B_3_3,EE12_C_12_B_3_4,EE12_C_12_B_3_5,EE12_C_12_B_3_6,EE12_C_12_B_3_7","survey_methodology_extra.EE12_C_12",,"Si fueran desgravadas del Impuesto a las Ganancias las utilidades de la empresa reinvertidas en ella, ¿Ud. aumentaría el monto de sus inversiones durante este año?","survey_methodology_extra.survey_EE12","Variable",,"5"
"survey_methodology_extra.EE12_C_12_B_2_1","1",,,"closed",,"survey_methodology_extra.EE12_C_12_B_2",,"Si","survey_methodology_extra.survey_EE12","Null",,"5"
"survey_methodology_extra.EE12_C_12_B_2_2","2",,,"closed",,"survey_methodology_extra.EE12_C_12_B_2",,"No","survey_methodology_extra.survey_EE12","Null",,"5"
"survey_methodology_extra.EE12_C_12_3","3",,,"closed",,"survey_methodology_extra.EE12_C_12",,"¿Por qué motivos no invirtió ni invertirá durante 2012?","survey_methodology_extra.survey_EE12","View",,"5"
"survey_methodology_extra.EE12_C_12_3_1","1",,"survey_methodology_extra.format_SelectOne","disabled","True:EE12_C_12_3_2:","survey_methodology_extra.EE12_C_12_3",,"Porque no existe disponibilidad de fondos propios para financiar nuevas inversiones","survey_methodology_extra.survey_EE12","Variable",,"5"
"survey_methodology_extra.EE12_C_12_3_1_1","1",,,"closed",,"survey_methodology_extra.EE12_C_12_3_1",,"Si","survey_methodology_extra.survey_EE12","Null",,
"survey_methodology_extra.EE12_C_12_3_1_2","2",,,"closed",,"survey_methodology_extra.EE12_C_12_3_1",,"No","survey_methodology_extra.survey_EE12","Null",,
"survey_methodology_extra.EE12_C_12_3_2","2",,"survey_methodology_extra.format_SelectOne","disabled","True:EE12_C_12_3_3:","survey_methodology_extra.EE12_C_12_3",,"Porque no existe disponibilidad de fondos externos para financiar nuevas inversiones","survey_methodology_extra.survey_EE12","Variable",,"5"
"survey_methodology_extra.EE12_C_12_3_2_1","1",,,"closed",,"survey_methodology_extra.EE12_C_12_3_2",,"Si","survey_methodology_extra.survey_EE12","Null",,
"survey_methodology_extra.EE12_C_12_3_2_2","2",,,"closed",,"survey_methodology_extra.EE12_C_12_3_2",,"No","survey_methodology_extra.survey_EE12","Null",,
"survey_methodology_extra.EE12_C_12_3_3","3",,"survey_methodology_extra.format_SelectOne","disabled","True:EE12_C_12_3_4:","survey_methodology_extra.EE12_C_12_3",,"Por la incertidumbre respecto a la evolución de la situación económica nacional","survey_methodology_extra.survey_EE12","Variable",,"5"
"survey_methodology_extra.EE12_C_12_3_3_1","1",,,"closed",,"survey_methodology_extra.EE12_C_12_3_3",,"Si","survey_methodology_extra.survey_EE12","Null",,
"survey_methodology_extra.EE12_C_12_3_3_2","2",,,"closed",,"survey_methodology_extra.EE12_C_12_3_3",,"No","survey_methodology_extra.survey_EE12","Null",,
